event_id,ticker,t0_utc,direction,cluster_len,peak_abs_ret_3_bp,peak_z_ret_3,peak_volume_mult,peak_range_mult,peak_impact_mult,event_window_start,event_window_end,val_window_start,val_window_end,event_return,forward_return_60m,label_proxy
AAPL_20251203_143000,AAPL,2025-12-03 14:30:00+00:00,1,3,70.58350803633928,5.381081633547622,1298.8181818181818,23.208649192453876,0.018649127714755923,2025-12-03 14:10:00+00:00,2025-12-03 14:30:00+00:00,2025-12-03 14:35:00+00:00,2025-12-03 15:30:00+00:00,0.006685802296275467,-0.0009388365381270969,unclear
AAPL_20251209_143500,AAPL,2025-12-09 14:35:00+00:00,1,1,68.73021582733729,5.2745604828487105,479.3706714844926,10.754280746919328,0.03042320423356792,2025-12-09 14:15:00+00:00,2025-12-09 14:35:00+00:00,2025-12-09 14:40:00+00:00,2025-12-09 15:35:00+00:00,0.00654716099104613,-0.008683840953561228,reversal
AAPL_20251211_143000,AAPL,2025-12-11 14:30:00+00:00,-1,8,136.37577164277826,6.288825221539413,496.16724454415663,13.490837515883694,0.0515931236866522,2025-12-11 14:10:00+00:00,2025-12-11 14:30:00+00:00,2025-12-11 14:35:00+00:00,2025-12-11 15:30:00+00:00,-0.004580425836464341,-0.008987309918395248,continuation
AAPL_20251215_142500,AAPL,2025-12-15 14:25:00+00:00,1,6,189.4821064882235,7.517786312194485,1395.279811097993,54.83566601609327,0.16015529194713615,2025-12-15 14:05:00+00:00,2025-12-15 14:25:00+00:00,2025-12-15 14:30:00+00:00,2025-12-15 15:25:00+00:00,0.0037618228718832025,-0.021504800656744205,reversal
AAPL_20251217_205500,AAPL,2025-12-17 20:55:00+00:00,-1,2,69.73908730853573,4.431690201252785,14.891524071649755,3.2217736140843845,2.1586445852946046,2025-12-17 20:35:00+00:00,2025-12-17 20:55:00+00:00,2025-12-17 21:00:00+00:00,2025-12-17 21:55:00+00:00,-0.005905475820458972,0.0014768630912969094,unclear
AAPL_20251218_142500,AAPL,2025-12-18 14:25:00+00:00,1,4,205.16989349959937,5.938784998901993,1320.9143043336592,31.83551248629676,0.4337116163307928,2025-12-18 14:05:00+00:00,2025-12-18 14:25:00+00:00,2025-12-18 14:30:00+00:00,2025-12-18 15:25:00+00:00,0.004591453172170024,-0.010121679394891836,reversal
AAPL_20251219_205000,AAPL,2025-12-19 20:50:00+00:00,1,4,111.97753058131977,4.126555256366904,52.312205164074825,8.076834603708635,0.8300822541806281,2025-12-19 20:30:00+00:00,2025-12-19 20:50:00+00:00,2025-12-19 20:55:00+00:00,2025-12-19 21:50:00+00:00,0.001402886993760788,0.004055299539170498,continuation
AAPL_20251224_143000,AAPL,2025-12-24 14:30:00+00:00,1,3,78.04752635252487,5.88077220860008,1171.6193005754758,120.46927913599679,0.036713770597124336,2025-12-24 14:10:00+00:00,2025-12-24 14:30:00+00:00,2025-12-24 14:35:00+00:00,2025-12-24 15:30:00+00:00,0.006031339160064819,0.0010223828823894276,unclear
AAPL_20251229_143000,AAPL,2025-12-29 14:30:00+00:00,1,3,80.31478689368265,6.530751520869149,820.7650825749915,36.86735746787426,0.05700693600529857,2025-12-29 14:10:00+00:00,2025-12-29 14:30:00+00:00,2025-12-29 14:35:00+00:00,2025-12-29 15:30:00+00:00,0.004298310066127797,0.0019387643121042686,unclear
AAPL_20260102_090000,AAPL,2026-01-02 09:00:00+00:00,1,3,64.68447940019884,4.813232840201636,0.06552828880007927,3.119379748691813,298.65698642001337,2026-01-01 00:35:00+00:00,2026-01-02 09:00:00+00:00,2026-01-02 09:05:00+00:00,2026-01-02 10:00:00+00:00,0.00477923605749786,-0.0004024733818741577,unclear
AAPL_20260102_142500,AAPL,2026-01-02 14:25:00+00:00,-1,12,154.78238588528149,6.593306526154028,567.1317215506461,38.707273230059116,0.2594521320407392,2026-01-02 14:05:00+00:00,2026-01-02 14:25:00+00:00,2026-01-02 14:30:00+00:00,2026-01-02 15:25:00+00:00,-0.002968555303085818,0.0049255651534643174,reversal
AAPL_20260105_143000,AAPL,2026-01-05 14:30:00+00:00,-1,8,106.49599475162086,5.604391853366496,1645.2766740250183,47.1355928634694,0.07061298059505271,2026-01-05 14:10:00+00:00,2026-01-05 14:30:00+00:00,2026-01-05 14:35:00+00:00,2026-01-05 15:30:00+00:00,-0.010328225601471397,0.006586574124119782,reversal
AAPL_20260106_143000,AAPL,2026-01-06 14:30:00+00:00,-1,3,126.24635098760439,6.279095587897799,1082.036231884058,43.17780614846815,0.041555708646510106,2026-01-06 14:10:00+00:00,2026-01-06 14:30:00+00:00,2026-01-06 14:35:00+00:00,2026-01-06 15:30:00+00:00,-0.008690766061060118,-0.001624910252050027,unclear
AAPL_20260108_113500,AAPL,2026-01-08 11:35:00+00:00,-1,3,60.98745289981,4.4106800742600925,16.450274079874706,12.261005407541463,1.1642120683872224,2026-01-08 11:15:00+00:00,2026-01-08 11:35:00+00:00,2026-01-08 11:40:00+00:00,2026-01-08 12:35:00+00:00,-0.005985018148119581,-0.001553820456046462,unclear
AAPL_20260112_090000,AAPL,2026-01-12 09:00:00+00:00,-1,3,83.59253499223173,4.956901571231498,1.4720959825486275,6.985185120264749,124.90774631890747,2026-01-10 00:40:00+00:00,2026-01-12 09:00:00+00:00,2026-01-12 09:05:00+00:00,2026-01-12 10:00:00+00:00,-0.0071742652163852005,0.0014763014763015114,unclear
AAPL_20260113_142500,AAPL,2026-01-13 14:25:00+00:00,-1,4,85.5821125674594,4.240342717486419,324.1999675377374,20.52987209978079,0.22217362940485363,2026-01-13 14:05:00+00:00,2026-01-13 14:25:00+00:00,2026-01-13 14:30:00+00:00,2026-01-13 15:25:00+00:00,-0.001967592592592604,0.005412269511770873,reversal
AMD_20251017_080000,AMD,2025-10-17 08:00:00+00:00,-1,6,351.59735855791575,4.9929878534831715,5.976049079754601,12.236958684405407,16.541173046696915,2025-10-16 23:40:00+00:00,2025-10-17 08:00:00+00:00,2025-10-17 08:05:00+00:00,2025-10-17 09:00:00+00:00,-0.030769230769230882,0.015961940331688185,reversal
AMD_20251020_080000,AMD,2025-10-20 08:00:00+00:00,1,3,176.21919593293845,4.732068440656497,3.362379421221865,3.5981352055878615,25.45883295431456,2025-10-17 23:40:00+00:00,2025-10-20 08:00:00+00:00,2025-10-20 08:05:00+00:00,2025-10-20 09:00:00+00:00,0.017094383274067093,-0.0027801179443975865,unclear
AMD_20251021_080000,AMD,2025-10-21 08:00:00+00:00,-1,3,93.02325581395988,4.145745826273293,2.7156401817896882,12.505282611041281,29.058353793954613,2025-10-20 23:40:00+00:00,2025-10-21 08:00:00+00:00,2025-10-21 08:05:00+00:00,2025-10-21 09:00:00+00:00,-0.008632854652610544,0.0007117139747132573,unclear
AMD_20251022_133000,AMD,2025-10-22 13:30:00+00:00,-1,30,218.33214908597574,5.150988176430928,382.5383754754979,12.922517213681292,0.5922908248668032,2025-10-22 13:10:00+00:00,2025-10-22 13:30:00+00:00,2025-10-22 13:35:00+00:00,2025-10-22 14:30:00+00:00,-0.00379602682525626,-0.0168296710275625,continuation
AMD_20251024_130000,AMD,2025-10-24 13:00:00+00:00,1,22,258.6561394851605,4.591048608896159,555.5621016151989,28.729846195552277,0.7350187273484271,2025-10-24 12:40:00+00:00,2025-10-24 13:00:00+00:00,2025-10-24 13:05:00+00:00,2025-10-24 14:00:00+00:00,0.004195804195804342,0.028556038014091456,continuation
AMD_20251027_080000,AMD,2025-10-27 08:00:00+00:00,1,3,215.58676580511138,4.972672494576391,3.359733931471885,15.982797762351524,33.422677743229904,2025-10-24 23:40:00+00:00,2025-10-27 08:00:00+00:00,2025-10-27 08:05:00+00:00,2025-10-27 09:00:00+00:00,0.021172766627312267,-0.0026206258671188642,unclear
AMD_20251028_080000,AMD,2025-10-28 08:00:00+00:00,-1,3,103.99283237894963,4.442799027878343,1.6870205059464394,4.3428029855967685,30.1067459058205,2025-10-27 23:40:00+00:00,2025-10-28 08:00:00+00:00,2025-10-28 08:05:00+00:00,2025-10-28 09:00:00+00:00,-0.007943546832221537,0.002448789209779534,unclear
AMD_20251029_080000,AMD,2025-10-29 08:00:00+00:00,1,3,164.98978451101155,4.220539662022518,3.0541682020465433,32.378772979812965,29.745031955272935,2025-10-28 23:40:00+00:00,2025-10-29 08:00:00+00:00,2025-10-29 08:05:00+00:00,2025-10-29 09:00:00+00:00,0.016188873531604253,-0.004361843352929884,reversal
AMD_20251030_132000,AMD,2025-10-30 13:20:00+00:00,-1,29,158.05158165856037,4.4357396454730695,269.4960858219774,8.497263555952209,0.6137934434473614,2025-10-30 13:00:00+00:00,2025-10-30 13:20:00+00:00,2025-10-30 13:25:00+00:00,2025-10-30 14:20:00+00:00,-0.003474769313925985,0.002982836775018427,unclear
AMD_20251104_090000,AMD,2025-11-04 09:00:00+00:00,-1,3,170.09213323883722,5.056910493393059,1.2354497354497354,3.479036083088327,37.89400156529863,2025-11-04 00:40:00+00:00,2025-11-04 09:00:00+00:00,2025-11-04 09:05:00+00:00,2025-11-04 10:00:00+00:00,-0.012746997287872985,-0.009458027549939185,continuation
AMD_20251104_143000,AMD,2025-11-04 14:30:00+00:00,-1,11,232.04330938437323,4.708187607162378,246.75353119971393,7.260076229872428,0.1689049304959477,2025-11-04 14:10:00+00:00,2025-11-04 14:30:00+00:00,2025-11-04 14:35:00+00:00,2025-11-04 15:30:00+00:00,-0.006537907869481829,0.03222041095614725,reversal
AMD_20251104_205500,AMD,2025-11-04 20:55:00+00:00,-1,9,274.1092343730789,4.410038868580731,5.59258910476623,8.556811451845416,8.690377383555319,2025-11-04 20:35:00+00:00,2025-11-04 20:55:00+00:00,2025-11-04 21:00:00+00:00,2025-11-04 21:55:00+00:00,-0.006040615188967813,-0.013713965855023824,continuation
AMD_20251106_142500,AMD,2025-11-06 14:25:00+00:00,-1,24,273.54427234324464,6.409232150249669,343.6203185535945,10.551555916579566,0.17020498615966145,2025-11-06 14:05:00+00:00,2025-11-06 14:25:00+00:00,2025-11-06 14:30:00+00:00,2025-11-06 15:25:00+00:00,-0.002322103274559173,-0.045800623298749454,continuation
AMD_20251110_090000,AMD,2025-11-10 09:00:00+00:00,1,3,250.10597710894532,4.272651939688796,2.1037467429392915,4.349649901985234,34.47358022664636,2025-11-08 00:40:00+00:00,2025-11-10 09:00:00+00:00,2025-11-10 09:05:00+00:00,2025-11-10 10:00:00+00:00,0.025097072622913164,0.001240694789081731,unclear
AMD_20251111_182500,AMD,2025-11-11 18:25:00+00:00,-1,7,347.38417436027237,4.497895300765222,16.335527634377428,10.70982757240127,1.6023307402511284,2025-11-11 18:05:00+00:00,2025-11-11 18:25:00+00:00,2025-11-11 18:30:00+00:00,2025-11-11 19:25:00+00:00,-0.003929853720485821,0.0051619942924290285,reversal
AMD_20251112_142500,AMD,2025-11-12 14:25:00+00:00,1,27,329.33418083585184,4.7457767100070765,360.82445212330634,11.932852516605001,1.5408156805723632,2025-11-12 14:05:00+00:00,2025-11-12 14:25:00+00:00,2025-11-12 14:30:00+00:00,2025-11-12 15:25:00+00:00,0.0038098261766807973,0.03528544318810778,continuation
AMD_20251113_133000,AMD,2025-11-13 13:30:00+00:00,-1,28,218.23541207138587,4.30302343921102,264.3831421656319,11.805358607907129,0.7062972129666513,2025-11-13 13:10:00+00:00,2025-11-13 13:30:00+00:00,2025-11-13 13:35:00+00:00,2025-11-13 14:30:00+00:00,-0.006759660844762316,-0.004956726986624638,continuation
AMD_20251114_143000,AMD,2025-11-14 14:30:00+00:00,-1,21,320.70044889173533,4.61349437864829,252.3661933860532,9.10622079719015,0.2917483975267371,2025-11-14 14:10:00+00:00,2025-11-14 14:30:00+00:00,2025-11-14 14:35:00+00:00,2025-11-14 15:30:00+00:00,-0.016082212319353695,0.040687665741792944,reversal
AMD_20251117_142500,AMD,2025-11-17 14:25:00+00:00,-1,10,145.8110223247444,4.024144458500167,221.5103640301124,8.245098852156568,0.900313380818953,2025-11-17 14:05:00+00:00,2025-11-17 14:25:00+00:00,2025-11-17 14:30:00+00:00,2025-11-17 15:25:00+00:00,-0.006465870027827836,0.014931213444270508,reversal
AMD_20251118_143000,AMD,2025-11-18 14:30:00+00:00,-1,14,255.1542326080547,5.707037649483839,324.2675229070405,11.418180999984942,0.055414931159893564,2025-11-18 14:10:00+00:00,2025-11-18 14:30:00+00:00,2025-11-18 14:35:00+00:00,2025-11-18 15:30:00+00:00,-0.008708941027266937,-0.028359003948570938,continuation
AMD_20251119_143000,AMD,2025-11-19 14:30:00+00:00,-1,12,134.47807613123697,4.022687134585867,134.5953421619153,5.468231618236083,0.059562725353453,2025-11-19 14:10:00+00:00,2025-11-19 14:30:00+00:00,2025-11-19 14:35:00+00:00,2025-11-19 15:30:00+00:00,-0.007204861111111072,0.024875404389262945,reversal
AMD_20251119_210000,AMD,2025-11-19 21:00:00+00:00,1,11,378.720767406453,4.316893150347182,0.6396332226446895,8.716259696485455,34.15726400166076,2025-11-19 20:40:00+00:00,2025-11-19 21:00:00+00:00,2025-11-19 21:05:00+00:00,2025-11-19 22:00:00+00:00,0.03294933762978869,0.009392458130815129,continuation
AMD_20251121_143000,AMD,2025-11-21 14:30:00+00:00,-1,31,312.27628428250887,4.0718904105247455,105.0560940206958,4.965229637456719,0.5748747072449925,2025-11-21 14:10:00+00:00,2025-11-21 14:30:00+00:00,2025-11-21 14:35:00+00:00,2025-11-21 15:30:00+00:00,-0.013997599039615838,-0.03844936323568804,continuation
AMD_20251124_141000,AMD,2025-11-24 14:10:00+00:00,1,11,190.24106883532176,4.536909335896981,349.50790966073026,10.651340937169223,0.4948283485694597,2025-11-24 13:50:00+00:00,2025-11-24 14:10:00+00:00,2025-11-24 14:15:00+00:00,2025-11-24 15:10:00+00:00,0.0016362666149221106,0.026069209545068528,continuation
AMD_20251124_224500,AMD,2025-11-24 22:45:00+00:00,-1,7,159.80975029726176,4.18724776197974,0.3229672695951766,5.337321310689088,57.989868681838814,2025-11-24 22:25:00+00:00,2025-11-24 22:45:00+00:00,2025-11-24 22:50:00+00:00,2025-11-24 23:45:00+00:00,-0.006792762140712338,-0.011617100371747235,continuation
AMD_20251126_133000,AMD,2025-11-26 13:30:00+00:00,1,6,201.93236714976416,4.543959995528451,27.747749774977496,5.881542572515788,0.5634429161890863,2025-11-26 13:10:00+00:00,2025-11-26 13:30:00+00:00,2025-11-26 13:35:00+00:00,2025-11-26 14:30:00+00:00,0.005562177001719348,0.0187784338398993,continuation
AMD_20251128_142500,AMD,2025-11-28 14:25:00+00:00,1,7,146.484375,4.253687126470195,178.0962518056717,11.194446531763392,1.4759148299571172,2025-11-28 14:05:00+00:00,2025-11-28 14:25:00+00:00,2025-11-28 14:30:00+00:00,2025-11-28 15:25:00+00:00,0.002177942539388411,0.00255097794423631,unclear
AMD_20251202_143500,AMD,2025-12-02 14:35:00+00:00,1,6,176.52762119504172,6.347531595705456,266.62008091210004,7.307469162330011,0.04592201180904699,2025-12-02 14:15:00+00:00,2025-12-02 14:35:00+00:00,2025-12-02 14:40:00+00:00,2025-12-02 15:35:00+00:00,0.006687011937887233,-0.011457358120458228,reversal
AMD_20251202_153500,AMD,2025-12-02 15:35:00+00:00,-1,13,223.28876699805988,4.465221981982265,150.0953086942709,11.5503324393916,0.2533707861006312,2025-12-02 15:15:00+00:00,2025-12-02 15:35:00+00:00,2025-12-02 15:40:00+00:00,2025-12-02 16:35:00+00:00,-0.0039305527480179014,-0.016934247316677142,continuation
AMD_20251203_140000,AMD,2025-12-03 14:00:00+00:00,-1,12,217.77819408017817,6.781303172905949,312.03517803517803,21.70806404021104,1.0565950508927227,2025-12-03 13:40:00+00:00,2025-12-03 14:00:00+00:00,2025-12-03 14:05:00+00:00,2025-12-03 15:00:00+00:00,-0.010149812183450124,0.005337665351589749,reversal
AMD_20251205_143000,AMD,2025-12-05 14:30:00+00:00,1,19,224.98615469817463,4.792179950838591,698.3070671378092,38.77663547494041,0.08182466124197066,2025-12-05 14:10:00+00:00,2025-12-05 14:30:00+00:00,2025-12-05 14:35:00+00:00,2025-12-05 15:30:00+00:00,0.02193265682656831,-0.002843537722010292,unclear
AMD_20251208_143000,AMD,2025-12-08 14:30:00+00:00,1,10,151.31458827825517,6.584640532391341,556.7664867402018,32.842081037527294,0.08101467165163431,2025-12-08 14:10:00+00:00,2025-12-08 14:30:00+00:00,2025-12-08 14:35:00+00:00,2025-12-08 15:30:00+00:00,0.00814098764306248,-0.005044881078484775,reversal
AMD_20251208_175500,AMD,2025-12-08 17:55:00+00:00,1,3,178.2421634910869,4.213814577017049,8.261957529969058,6.271594743520705,0.9691086265491783,2025-12-08 17:35:00+00:00,2025-12-08 17:55:00+00:00,2025-12-08 18:00:00+00:00,2025-12-08 18:55:00+00:00,0.004472865540648963,-0.0042115750384928985,reversal
AMD_20251209_142500,AMD,2025-12-09 14:25:00+00:00,-1,16,153.320863394788,4.3351335392225225,235.2452100544911,13.64866692731222,0.5219061838380318,2025-12-09 14:05:00+00:00,2025-12-09 14:25:00+00:00,2025-12-09 14:30:00+00:00,2025-12-09 15:25:00+00:00,-0.0036068530207394867,0.011085972850678694,reversal
AMD_20251210_090000,AMD,2025-12-10 09:00:00+00:00,1,3,60.72691017855236,4.040717896919881,1.036853160206225,0.854766187714744,32.500199567833405,2025-12-10 00:40:00+00:00,2025-12-10 09:00:00+00:00,2025-12-10 09:05:00+00:00,2025-12-10 10:55:00+00:00,0.004074241738343254,-0.0009017132551849549,unclear
AMD_20251211_143000,AMD,2025-12-11 14:30:00+00:00,-1,18,221.1888891075464,4.7671632426791675,422.09687292082504,20.858895541879875,0.0993784355733359,2025-12-11 14:10:00+00:00,2025-12-11 14:30:00+00:00,2025-12-11 14:35:00+00:00,2025-12-11 15:30:00+00:00,-0.02168507907403172,0.0020644796115067976,unclear
AMD_20251215_144000,AMD,2025-12-15 14:40:00+00:00,1,23,140.04809732635292,4.519223502152742,233.9905700814402,13.143038106403077,0.3119689087388099,2025-12-15 14:20:00+00:00,2025-12-15 14:40:00+00:00,2025-12-15 14:45:00+00:00,2025-12-15 15:40:00+00:00,0.007033610271903301,-0.00857825903529752,reversal
AMD_20251217_143000,AMD,2025-12-17 14:30:00+00:00,-1,19,166.17357001971865,4.316498382926028,299.9704314938972,10.990858507130282,0.10806382621226199,2025-12-17 14:10:00+00:00,2025-12-17 14:30:00+00:00,2025-12-17 14:35:00+00:00,2025-12-17 15:30:00+00:00,-0.0030964176829266776,-0.014813398958283708,continuation
AMD_20251218_133000,AMD,2025-12-18 13:30:00+00:00,1,5,140.84143679300888,5.087099411443953,15.84853096102072,8.740902998094047,0.8572010079054131,2025-12-18 13:10:00+00:00,2025-12-18 13:30:00+00:00,2025-12-18 13:35:00+00:00,2025-12-18 14:30:00+00:00,0.004822053659682135,0.015514822134387263,continuation
AMD_20251219_142500,AMD,2025-12-19 14:25:00+00:00,1,18,244.2290748898679,6.65480561922502,1422.3219980787703,16.52260647184715,0.21129134381276662,2025-12-19 14:05:00+00:00,2025-12-19 14:25:00+00:00,2025-12-19 14:30:00+00:00,2025-12-19 15:25:00+00:00,0.005367867202862975,0.030959373470386575,continuation
AMD_20251222_141000,AMD,2025-12-22 14:10:00+00:00,1,12,237.31491981623165,5.479526792646777,399.1980708838044,37.84276059188547,1.110626328413776,2025-12-22 13:50:00+00:00,2025-12-22 14:10:00+00:00,2025-12-22 14:15:00+00:00,2025-12-22 15:10:00+00:00,0.00688705234159781,-0.025490196078431393,reversal
AMD_20251223_143000,AMD,2025-12-23 14:30:00+00:00,1,13,133.94693590044193,4.212702174048314,625.0779048125498,41.426344104771815,0.08755093663519938,2025-12-23 14:10:00+00:00,2025-12-23 14:30:00+00:00,2025-12-23 14:35:00+00:00,2025-12-23 15:30:00+00:00,0.0131568075117372,-0.008391936326936134,reversal
AMD_20251226_143500,AMD,2025-12-26 14:35:00+00:00,-1,13,100.67270858638011,4.257178305866825,142.52461873638345,14.161231255256,0.24953649983264795,2025-12-26 14:15:00+00:00,2025-12-26 14:35:00+00:00,2025-12-26 14:40:00+00:00,2025-12-26 15:35:00+00:00,-0.0062126199638370405,0.009470492185677637,reversal
AMD_20251229_090000,AMD,2025-12-29 09:00:00+00:00,-1,3,84.9765258215962,5.6651736585105805,0.9247702716348581,6.21516450038216,214.59930992821577,2025-12-27 00:40:00+00:00,2025-12-29 09:00:00+00:00,2025-12-29 09:05:00+00:00,2025-12-29 10:10:00+00:00,-0.006977206057113494,-0.0024355971896955486,unclear
