event_id,ticker,t0_utc,direction,cluster_len,peak_abs_ret_3_bp,peak_z_ret_3,peak_volume_mult,peak_range_mult,peak_impact_mult,event_window_start,event_window_end,val_window_start,val_window_end,event_return,forward_return_60m,label_proxy,strength_score,keep_reason
TSLA_20251215_143000,TSLA,2025-12-15 14:30:00+00:00,1,21,199.39370650270627,5.167015005387306,477.4437554332077,21.65225839363292,0.4695265967915811,2025-12-15 14:10:00+00:00,2025-12-15 14:30:00+00:00,2025-12-15 14:35:00+00:00,2025-12-15 15:30:00+00:00,0.0115429666702162,-0.0031159862728172,reversal,0.942878839654417,min_quota
TSLA_20251212_143000,TSLA,2025-12-12 14:30:00+00:00,1,12,232.3171412618641,7.084740509625522,616.9048766303896,19.947309812113826,0.1179332010677427,2025-12-12 14:10:00+00:00,2025-12-12 14:30:00+00:00,2025-12-12 14:35:00+00:00,2025-12-12 15:30:00+00:00,0.0124214840725871,-0.005288493386623,reversal,0.9019479375653914,min_quota
TSLA_20251103_143000,TSLA,2025-11-03 14:30:00+00:00,1,16,259.70399207372543,6.441168878520552,216.780948632159,17.53145150582819,0.153574298221896,2025-11-03 14:10:00+00:00,2025-11-03 14:30:00+00:00,2025-11-03 14:35:00+00:00,2025-11-03 15:30:00+00:00,0.0033076753903673,0.0260591752812338,continuation,0.8190725416067732,min_quota
TSLA_20251204_143000,TSLA,2025-12-04 14:30:00+00:00,-1,15,160.8203518995821,5.292723527643177,248.23446045887653,10.240311180021347,0.2336685943821942,2025-12-04 14:10:00+00:00,2025-12-04 14:30:00+00:00,2025-12-04 14:35:00+00:00,2025-12-04 15:30:00+00:00,-0.0068340679399849,0.0098621539840861,reversal,0.779856722255579,min_quota
TSLA_20251106_144000,TSLA,2025-11-06 14:40:00+00:00,1,28,172.31051885956416,5.612656372564593,168.80916480923037,9.526880820562482,0.6681547974907162,2025-11-06 14:20:00+00:00,2025-11-06 14:40:00+00:00,2025-11-06 14:45:00+00:00,2025-11-06 15:40:00+00:00,0.0063333694827025,-0.0376496325193439,reversal,0.7770074420351556,min_quota
TSLA_20251202_145000,TSLA,2025-12-02 14:50:00+00:00,-1,9,170.34516381247312,5.649945874575368,246.28988579964343,12.585252426558506,0.1538157693600122,2025-12-02 14:30:00+00:00,2025-12-02 14:50:00+00:00,2025-12-02 14:55:00+00:00,2025-12-02 15:50:00+00:00,-0.0051127434415626,0.0067092928646865,reversal,0.7736444691293871,min_quota
TSLA_20251224_143000,TSLA,2025-12-24 14:30:00+00:00,-1,5,149.613498462311,7.296305406438304,517.9109542245502,29.18128978787784,0.0880948185061036,2025-12-24 14:10:00+00:00,2025-12-24 14:30:00+00:00,2025-12-24 14:35:00+00:00,2025-12-24 15:30:00+00:00,-0.0052652066132633,-0.0147670634757177,continuation,0.7677328903065725,min_quota
TSLA_20251117_143000,TSLA,2025-11-17 14:30:00+00:00,1,12,253.29572520997652,5.420410993038941,152.59746438666704,9.193068684341728,0.1642952088495576,2025-11-17 14:10:00+00:00,2025-11-17 14:30:00+00:00,2025-11-17 14:35:00+00:00,2025-11-17 15:30:00+00:00,0.018022517652636,0.0271604938271605,continuation,0.7549160232751142,min_quota
TSLA_20251216_143000,TSLA,2025-12-16 14:30:00+00:00,-1,10,155.8319241389694,4.523554314814385,221.44003131524008,12.791642619097876,0.1716844405194544,2025-12-16 14:10:00+00:00,2025-12-16 14:30:00+00:00,2025-12-16 14:35:00+00:00,2025-12-16 15:30:00+00:00,-0.0088681446907817,0.0146092428880277,reversal,0.6340985550006328,top_global
TSLA_20251113_143500,TSLA,2025-11-13 14:35:00+00:00,-1,15,137.04368641531684,4.972851171528117,188.40688301675195,8.388958695761817,0.1859409008054137,2025-11-13 14:15:00+00:00,2025-11-13 14:35:00+00:00,2025-11-13 14:40:00+00:00,2025-11-13 15:35:00+00:00,-0.0090582906749073,-0.0269243157273036,continuation,0.6327374407102235,top_global
XLK_20251125_144000,XLK,2025-11-25 14:40:00+00:00,-1,9,134.47343418840464,6.0167147421761324,382.94142259414224,26.74996310744697,0.0649395532920368,2025-11-25 14:20:00+00:00,2025-11-25 14:40:00+00:00,2025-11-25 14:45:00+00:00,2025-11-25 15:40:00+00:00,-0.0070409821267376,0.0075636363636362,reversal,0.8280288817311268,min_quota
XLK_20251114_143500,XLK,2025-11-14 14:35:00+00:00,1,11,148.12177318853205,5.477518754188411,1497.0683477106834,23.387384757566377,0.0178682917780036,2025-11-14 14:15:00+00:00,2025-11-14 14:35:00+00:00,2025-11-14 14:40:00+00:00,2025-11-14 15:35:00+00:00,0.0060418665813697,0.0161090896244744,continuation,0.817131981829101,min_quota
XLK_20260108_143000,XLK,2026-01-08 14:30:00+00:00,-1,6,97.65219198005548,6.536619282815671,833.4585635359116,27.312274634807967,0.0221286446369152,2026-01-08 14:05:00+00:00,2026-01-08 14:30:00+00:00,2026-01-08 14:35:00+00:00,2026-01-08 15:30:00+00:00,-0.0059544179043187,-0.007435968052878,continuation,0.7587153233745905,min_quota
XLK_20251106_144000,XLK,2025-11-06 14:40:00+00:00,-1,12,98.99969062596712,5.357103047719687,209.6537195523371,9.915989463451334,0.1176551441825025,2025-11-06 14:20:00+00:00,2025-11-06 14:40:00+00:00,2025-11-06 14:45:00+00:00,2025-11-06 15:40:00+00:00,-0.0041388200970247,-0.0133197070345768,continuation,0.6932420408566708,top_global
