event_id,ticker,t0_utc,direction,cluster_len,peak_abs_ret_3_bp,peak_z_ret_3,peak_volume_mult,peak_range_mult,peak_impact_mult,event_window_start,event_window_end,val_window_start,val_window_end,event_return,forward_return_60m,label_proxy,reject_reason,strength_score
AAPL_20260108_113500,AAPL,2026-01-08 11:35:00+00:00,-1,3,60.98745289981,4.4106800742600925,16.450274079874706,12.261005407541465,1.1642120683872224,2026-01-08 11:15:00+00:00,2026-01-08 11:35:00+00:00,2026-01-08 11:40:00+00:00,2026-01-08 12:35:00+00:00,-0.0059850181481195,-0.0015538204560464,unclear,out_of_rth,
AAPL_20260112_090000,AAPL,2026-01-12 09:00:00+00:00,-1,3,83.59253499223173,4.956901571231498,1.4720959825486275,6.985185120264749,124.90774631890748,2026-01-10 00:40:00+00:00,2026-01-12 09:00:00+00:00,2026-01-12 09:05:00+00:00,2026-01-12 10:00:00+00:00,-0.0071742652163852,0.0014763014763015,unclear,out_of_rth,
AAPL_20260113_142500,AAPL,2026-01-13 14:25:00+00:00,-1,4,85.5821125674594,4.240342717486419,324.1999675377374,20.52987209978079,0.2221736294048536,2026-01-13 14:05:00+00:00,2026-01-13 14:25:00+00:00,2026-01-13 14:30:00+00:00,2026-01-13 15:25:00+00:00,-0.0019675925925926,0.0054122695117708,reversal,out_of_rth,
AMD_20251017_080000,AMD,2025-10-17 08:00:00+00:00,-1,6,351.5973585579157,4.992987853483172,5.976049079754601,12.236958684405408,16.541173046696915,2025-10-16 23:40:00+00:00,2025-10-17 08:00:00+00:00,2025-10-17 08:05:00+00:00,2025-10-17 09:00:00+00:00,-0.0307692307692308,0.0159619403316881,reversal,out_of_rth,
AMD_20251020_080000,AMD,2025-10-20 08:00:00+00:00,1,3,176.21919593293845,4.732068440656497,3.362379421221865,3.598135205587861,25.45883295431456,2025-10-17 23:40:00+00:00,2025-10-20 08:00:00+00:00,2025-10-20 08:05:00+00:00,2025-10-20 09:00:00+00:00,0.017094383274067,-0.0027801179443975,unclear,out_of_rth,
AMD_20251021_080000,AMD,2025-10-21 08:00:00+00:00,-1,3,93.02325581395988,4.145745826273293,2.715640181789688,12.50528261104128,29.058353793954613,2025-10-20 23:40:00+00:00,2025-10-21 08:00:00+00:00,2025-10-21 08:05:00+00:00,2025-10-21 09:00:00+00:00,-0.0086328546526105,0.0007117139747132,unclear,out_of_rth,
AMD_20251024_130000,AMD,2025-10-24 13:00:00+00:00,1,22,258.6561394851605,4.591048608896159,555.5621016151989,28.72984619555228,0.7350187273484271,2025-10-24 12:40:00+00:00,2025-10-24 13:00:00+00:00,2025-10-24 13:05:00+00:00,2025-10-24 14:00:00+00:00,0.0041958041958043,0.0285560380140914,continuation,out_of_rth,
AMD_20251027_080000,AMD,2025-10-27 08:00:00+00:00,1,3,215.58676580511136,4.972672494576391,3.359733931471885,15.982797762351524,33.422677743229904,2025-10-24 23:40:00+00:00,2025-10-27 08:00:00+00:00,2025-10-27 08:05:00+00:00,2025-10-27 09:00:00+00:00,0.0211727666273122,-0.0026206258671188,unclear,out_of_rth,
AMD_20251028_080000,AMD,2025-10-28 08:00:00+00:00,-1,3,103.99283237894964,4.442799027878343,1.6870205059464394,4.3428029855967685,30.1067459058205,2025-10-27 23:40:00+00:00,2025-10-28 08:00:00+00:00,2025-10-28 08:05:00+00:00,2025-10-28 09:00:00+00:00,-0.0079435468322215,0.0024487892097795,unclear,out_of_rth,
AMD_20251029_080000,AMD,2025-10-29 08:00:00+00:00,1,3,164.98978451101155,4.220539662022518,3.0541682020465437,32.378772979812965,29.745031955272932,2025-10-28 23:40:00+00:00,2025-10-29 08:00:00+00:00,2025-10-29 08:05:00+00:00,2025-10-29 09:00:00+00:00,0.0161888735316042,-0.0043618433529298,reversal,out_of_rth,
AMD_20251030_132000,AMD,2025-10-30 13:20:00+00:00,-1,29,158.05158165856037,4.4357396454730695,269.4960858219774,8.497263555952209,0.6137934434473614,2025-10-30 13:00:00+00:00,2025-10-30 13:20:00+00:00,2025-10-30 13:25:00+00:00,2025-10-30 14:20:00+00:00,-0.0034747693139259,0.0029828367750184,unclear,out_of_rth,
AMD_20251104_090000,AMD,2025-11-04 09:00:00+00:00,-1,3,170.09213323883722,5.056910493393059,1.2354497354497354,3.479036083088327,37.89400156529863,2025-11-04 00:40:00+00:00,2025-11-04 09:00:00+00:00,2025-11-04 09:05:00+00:00,2025-11-04 10:00:00+00:00,-0.0127469972878729,-0.0094580275499391,continuation,out_of_rth,
AMD_20251106_142500,AMD,2025-11-06 14:25:00+00:00,-1,24,273.54427234324464,6.409232150249669,343.6203185535945,10.551555916579566,0.1702049861596614,2025-11-06 14:05:00+00:00,2025-11-06 14:25:00+00:00,2025-11-06 14:30:00+00:00,2025-11-06 15:25:00+00:00,-0.0023221032745591,-0.0458006232987494,continuation,out_of_rth,
AMD_20251110_090000,AMD,2025-11-10 09:00:00+00:00,1,3,250.10597710894527,4.272651939688796,2.1037467429392915,4.349649901985234,34.47358022664636,2025-11-08 00:40:00+00:00,2025-11-10 09:00:00+00:00,2025-11-10 09:05:00+00:00,2025-11-10 10:00:00+00:00,0.0250970726229131,0.0012406947890817,unclear,out_of_rth,
AMD_20251112_142500,AMD,2025-11-12 14:25:00+00:00,1,27,329.33418083585184,4.7457767100070765,360.8244521233064,11.932852516605,1.5408156805723632,2025-11-12 14:05:00+00:00,2025-11-12 14:25:00+00:00,2025-11-12 14:30:00+00:00,2025-11-12 15:25:00+00:00,0.0038098261766807,0.0352854431881077,continuation,out_of_rth,
AMD_20251113_133000,AMD,2025-11-13 13:30:00+00:00,-1,28,218.23541207138587,4.30302343921102,264.3831421656319,11.805358607907127,0.7062972129666513,2025-11-13 13:10:00+00:00,2025-11-13 13:30:00+00:00,2025-11-13 13:35:00+00:00,2025-11-13 14:30:00+00:00,-0.0067596608447623,-0.0049567269866246,continuation,out_of_rth,
AMD_20251117_142500,AMD,2025-11-17 14:25:00+00:00,-1,10,145.8110223247444,4.024144458500167,221.5103640301124,8.245098852156568,0.900313380818953,2025-11-17 14:05:00+00:00,2025-11-17 14:25:00+00:00,2025-11-17 14:30:00+00:00,2025-11-17 15:25:00+00:00,-0.0064658700278278,0.0149312134442705,reversal,out_of_rth,
AMD_20251124_141000,AMD,2025-11-24 14:10:00+00:00,1,11,190.24106883532176,4.536909335896981,349.50790966073026,10.651340937169223,0.4948283485694597,2025-11-24 13:50:00+00:00,2025-11-24 14:10:00+00:00,2025-11-24 14:15:00+00:00,2025-11-24 15:10:00+00:00,0.0016362666149221,0.0260692095450685,continuation,out_of_rth,
AMD_20251124_224500,AMD,2025-11-24 22:45:00+00:00,-1,7,159.80975029726176,4.18724776197974,0.3229672695951766,5.337321310689088,57.989868681838814,2025-11-24 22:25:00+00:00,2025-11-24 22:45:00+00:00,2025-11-24 22:50:00+00:00,2025-11-24 23:45:00+00:00,-0.0067927621407123,-0.0116171003717472,continuation,out_of_rth,
AMD_20251126_133000,AMD,2025-11-26 13:30:00+00:00,1,6,201.93236714976416,4.543959995528451,27.747749774977496,5.881542572515788,0.5634429161890863,2025-11-26 13:10:00+00:00,2025-11-26 13:30:00+00:00,2025-11-26 13:35:00+00:00,2025-11-26 14:30:00+00:00,0.0055621770017193,0.0187784338398993,continuation,out_of_rth,
AMD_20251128_142500,AMD,2025-11-28 14:25:00+00:00,1,7,146.484375,4.253687126470195,178.0962518056717,11.194446531763392,1.4759148299571172,2025-11-28 14:05:00+00:00,2025-11-28 14:25:00+00:00,2025-11-28 14:30:00+00:00,2025-11-28 15:25:00+00:00,0.0021779425393884,0.0025509779442363,unclear,out_of_rth,
AMD_20251203_140000,AMD,2025-12-03 14:00:00+00:00,-1,12,217.77819408017817,6.781303172905949,312.03517803517803,21.70806404021104,1.0565950508927229,2025-12-03 13:40:00+00:00,2025-12-03 14:00:00+00:00,2025-12-03 14:05:00+00:00,2025-12-03 15:00:00+00:00,-0.0101498121834501,0.0053376653515897,reversal,out_of_rth,
AMD_20251209_142500,AMD,2025-12-09 14:25:00+00:00,-1,16,153.320863394788,4.3351335392225225,235.2452100544911,13.64866692731222,0.5219061838380318,2025-12-09 14:05:00+00:00,2025-12-09 14:25:00+00:00,2025-12-09 14:30:00+00:00,2025-12-09 15:25:00+00:00,-0.0036068530207394,0.0110859728506786,reversal,out_of_rth,
AMD_20251210_090000,AMD,2025-12-10 09:00:00+00:00,1,3,60.72691017855236,4.040717896919881,1.036853160206225,0.854766187714744,32.500199567833405,2025-12-10 00:40:00+00:00,2025-12-10 09:00:00+00:00,2025-12-10 09:05:00+00:00,2025-12-10 10:55:00+00:00,0.0040742417383432,-0.0009017132551849,unclear,out_of_rth,
AMD_20251218_133000,AMD,2025-12-18 13:30:00+00:00,1,5,140.84143679300888,5.087099411443953,15.84853096102072,8.740902998094047,0.8572010079054131,2025-12-18 13:10:00+00:00,2025-12-18 13:30:00+00:00,2025-12-18 13:35:00+00:00,2025-12-18 14:30:00+00:00,0.0048220536596821,0.0155148221343872,continuation,out_of_rth,
AMD_20251219_142500,AMD,2025-12-19 14:25:00+00:00,1,18,244.2290748898679,6.65480561922502,1422.3219980787703,16.52260647184715,0.2112913438127666,2025-12-19 14:05:00+00:00,2025-12-19 14:25:00+00:00,2025-12-19 14:30:00+00:00,2025-12-19 15:25:00+00:00,0.0053678672028629,0.0309593734703865,continuation,out_of_rth,
AMD_20251222_141000,AMD,2025-12-22 14:10:00+00:00,1,12,237.31491981623165,5.479526792646777,399.1980708838044,37.84276059188547,1.110626328413776,2025-12-22 13:50:00+00:00,2025-12-22 14:10:00+00:00,2025-12-22 14:15:00+00:00,2025-12-22 15:10:00+00:00,0.0068870523415978,-0.0254901960784313,reversal,out_of_rth,
AMD_20251229_090000,AMD,2025-12-29 09:00:00+00:00,-1,3,84.9765258215962,5.6651736585105805,0.924770271634858,6.21516450038216,214.59930992821575,2025-12-27 00:40:00+00:00,2025-12-29 09:00:00+00:00,2025-12-29 09:05:00+00:00,2025-12-29 10:10:00+00:00,-0.0069772060571134,-0.0024355971896955,unclear,out_of_rth,
AMD_20260102_090000,AMD,2026-01-02 09:00:00+00:00,1,3,201.27329011156547,5.113111108596088,1.8456423652339111,6.757540828902177,184.27797336767628,2026-01-01 00:40:00+00:00,2026-01-02 09:00:00+00:00,2026-01-02 09:05:00+00:00,2026-01-02 10:05:00+00:00,0.0175700934579439,-0.0006429096252754,unclear,out_of_rth,
AMD_20260105_090000,AMD,2026-01-05 09:00:00+00:00,1,4,185.5320667201932,4.855460857668427,2.8242689259360483,14.980086028901104,39.41416163949837,2026-01-03 00:40:00+00:00,2026-01-05 09:00:00+00:00,2026-01-05 09:05:00+00:00,2026-01-05 10:00:00+00:00,0.018760888015366,0.0051738501337308,continuation,out_of_rth,
AMD_20260106_141500,AMD,2026-01-06 14:15:00+00:00,1,7,276.5942762491913,7.47887764599079,464.7380468894222,26.36086686840393,0.5456375964610143,2026-01-06 13:55:00+00:00,2026-01-06 14:15:00+00:00,2026-01-06 14:20:00+00:00,2026-01-06 15:15:00+00:00,0.0034102038719565,-0.0265593561368209,reversal,out_of_rth,
AMD_20260107_142500,AMD,2026-01-07 14:25:00+00:00,-1,8,260.66958143105,6.122743479346715,483.7981827899519,32.37175757063255,0.903089990786887,2026-01-07 14:05:00+00:00,2026-01-07 14:25:00+00:00,2026-01-07 14:30:00+00:00,2026-01-07 15:25:00+00:00,-0.0046946152762781,-0.0063912079618885,continuation,out_of_rth,
AMD_20260108_142000,AMD,2026-01-08 14:20:00+00:00,-1,15,187.0740078310096,6.167041935403344,266.3201133144476,16.79696387207008,0.4982204110648334,2026-01-08 14:00:00+00:00,2026-01-08 14:20:00+00:00,2026-01-08 14:25:00+00:00,2026-01-08 15:20:00+00:00,-0.0035072752263141,-0.0140071343638524,continuation,out_of_rth,
AMD_20260112_090000,AMD,2026-01-12 09:00:00+00:00,-1,3,128.90702767270446,4.680850480639051,3.1892684971704046,9.06238140288867,59.64762124278566,2026-01-10 00:40:00+00:00,2026-01-12 09:00:00+00:00,2026-01-12 09:05:00+00:00,2026-01-12 10:05:00+00:00,-0.0124796580737849,-0.0024885526577742,unclear,out_of_rth,
AMD_20260112_142500,AMD,2026-01-12 14:25:00+00:00,-1,14,211.46686522709905,4.847299470241089,388.0538091192297,25.738644488715583,0.2787338956526537,2026-01-12 14:05:00+00:00,2026-01-12 14:25:00+00:00,2026-01-12 14:30:00+00:00,2026-01-12 15:25:00+00:00,-0.0010718049761735,0.0379435443792863,reversal,out_of_rth,
AMD_20260113_090000,AMD,2026-01-13 09:00:00+00:00,1,3,188.6792452830144,5.005505348964435,3.954488477485296,6.155272616206894,23.50119592430008,2026-01-13 00:40:00+00:00,2026-01-13 09:00:00+00:00,2026-01-13 09:05:00+00:00,2026-01-13 10:05:00+00:00,0.0169491525423728,0.0009012855177648,unclear,out_of_rth,
AMD_20260115_131000,AMD,2026-01-15 13:10:00+00:00,1,23,275.5352755352769,4.284020465293408,603.6602327561737,29.78791495691961,1.1662464959939969,2026-01-15 12:50:00+00:00,2026-01-15 13:10:00+00:00,2026-01-15 13:15:00+00:00,2026-01-15 14:10:00+00:00,0.0033311417926802,0.0012668734437115,unclear,out_of_rth,
META_20251017_080000,META,2025-10-17 08:00:00+00:00,-1,3,153.22927108692096,4.131446909370234,1.3106998406667485,2.964243803578407,47.19011500037537,2025-10-16 23:40:00+00:00,2025-10-17 08:00:00+00:00,2025-10-17 08:05:00+00:00,2025-10-17 09:10:00+00:00,-0.0143966125617502,0.0071316053272232,reversal,out_of_rth,
META_20251027_080000,META,2025-10-27 08:00:00+00:00,1,3,124.69030502416878,4.667490721881073,0.2322540473225404,3.495766591769861,120.25434976602884,2025-10-24 23:30:00+00:00,2025-10-27 08:00:00+00:00,2025-10-27 08:05:00+00:00,2025-10-27 09:10:00+00:00,0.0124416164624654,0.0042255027813435,continuation,out_of_rth,
META_20251030_131500,META,2025-10-30 13:15:00+00:00,-1,10,224.57527626924104,5.070154739284488,175.34993199875927,9.652549789782007,0.6788150845164381,2025-10-30 12:55:00+00:00,2025-10-30 13:15:00+00:00,2025-10-30 13:20:00+00:00,2025-10-30 14:15:00+00:00,-0.0045493613111645,-0.0115370301451432,continuation,out_of_rth,
META_20251031_124500,META,2025-10-31 12:45:00+00:00,-1,3,74.27777196573837,4.291616366206372,12.530725925925926,5.030919898337393,0.7988522031697676,2025-10-31 12:25:00+00:00,2025-10-31 12:45:00+00:00,2025-10-31 12:50:00+00:00,2025-10-31 13:45:00+00:00,-0.00581633861181,-0.0205053843585429,continuation,out_of_rth,
META_20251031_132500,META,2025-10-31 13:25:00+00:00,1,16,212.87738265785893,4.969129376370329,311.7467360035406,29.38079529373666,1.117154496822846,2025-10-31 13:05:00+00:00,2025-10-31 13:25:00+00:00,2025-10-31 13:30:00+00:00,2025-10-31 14:25:00+00:00,0.0078567267621623,-0.0248314190440903,reversal,out_of_rth,
META_20251104_090000,META,2025-11-04 09:00:00+00:00,-1,3,131.7191899587922,5.398185708981724,1.89637137381022,13.979845145944806,46.062739545405954,2025-11-04 00:40:00+00:00,2025-11-04 09:00:00+00:00,2025-11-04 09:05:00+00:00,2025-11-04 10:00:00+00:00,-0.0089945844125263,-0.0084426281442058,continuation,out_of_rth,
META_20251106_142500,META,2025-11-06 14:25:00+00:00,-1,14,166.97054025524682,5.83816097213446,314.92106065224016,12.625047461897465,0.547592380999582,2025-11-06 14:05:00+00:00,2025-11-06 14:25:00+00:00,2025-11-06 14:30:00+00:00,2025-11-06 15:25:00+00:00,-0.0048528490920474,-0.0167374547742646,continuation,out_of_rth,
META_20251107_142500,META,2025-11-07 14:25:00+00:00,1,9,129.859455905319,4.457111371082675,150.14559547501833,9.557397220469074,1.33187290463106,2025-11-07 14:05:00+00:00,2025-11-07 14:25:00+00:00,2025-11-07 14:30:00+00:00,2025-11-07 15:25:00+00:00,0.005876111972578,-0.0156707505070994,reversal,out_of_rth,
META_20251110_090000,META,2025-11-10 09:00:00+00:00,1,3,140.10171768543466,4.258078006438807,1.0855796140816023,4.227093559344679,47.83469703836231,2025-11-08 00:40:00+00:00,2025-11-10 09:00:00+00:00,2025-11-10 09:05:00+00:00,2025-11-10 10:00:00+00:00,0.0130960376091338,0.0002841043610017,unclear,out_of_rth,
META_20251111_113000,META,2025-11-11 11:30:00+00:00,-1,3,125.88829222804688,4.187020931665202,20.623809523809523,30.436078438009684,2.32368688095566,2025-11-11 11:10:00+00:00,2025-11-11 11:30:00+00:00,2025-11-11 11:35:00+00:00,2025-11-11 12:30:00+00:00,-0.0124009590498419,0.0038908003472779,reversal,out_of_rth,
META_20251126_120000,META,2025-11-26 12:00:00+00:00,-1,6,68.45849802371573,4.260685993199491,8.26458938473726,9.297978681774238,1.9105894989082288,2025-11-26 11:40:00+00:00,2025-11-26 12:00:00+00:00,2025-11-26 12:05:00+00:00,2025-11-26 13:00:00+00:00,-0.0041751368256449,-0.0035488277876356,continuation,out_of_rth,
META_20251202_142500,META,2025-12-02 14:25:00+00:00,-1,6,81.62535897114908,5.187434910560728,515.6617142857143,15.528476513029243,0.7959520384351312,2025-12-02 14:05:00+00:00,2025-12-02 14:25:00+00:00,2025-12-02 14:30:00+00:00,2025-12-02 15:25:00+00:00,-0.0032589465843136,-4.281621722601603e-05,unclear,out_of_rth,
META_20251203_140000,META,2025-12-03 14:00:00+00:00,-1,5,97.32451361867732,6.4564462606633946,63.371112646855565,21.509484088345783,1.2603315795715977,2025-12-03 13:40:00+00:00,2025-12-03 14:00:00+00:00,2025-12-03 14:05:00+00:00,2025-12-03 15:00:00+00:00,-0.0050886661526599,0.0042002479851208,reversal,out_of_rth,
META_20251204_113000,META,2025-12-04 11:30:00+00:00,1,3,60.424842708528544,4.063021663917809,22.361462248035533,18.844819490088287,1.506857958837302,2025-12-04 11:10:00+00:00,2025-12-04 11:30:00+00:00,2025-12-04 11:35:00+00:00,2025-12-04 12:30:00+00:00,0.0056039850560398,-0.0026315789473685,unclear,out_of_rth,
META_20251204_140000,META,2025-12-04 14:00:00+00:00,1,19,609.8640776698994,7.022725491787997,1898.5052966101696,78.67905856489686,0.1772187805142474,2025-12-04 13:40:00+00:00,2025-12-04 14:00:00+00:00,2025-12-04 14:05:00+00:00,2025-12-04 15:00:00+00:00,0.0398264994024502,-0.0042412747718821,reversal,out_of_rth,
META_20251205_142000,META,2025-12-05 14:20:00+00:00,-1,13,94.94952525237466,4.88845164471886,287.20656226696497,16.145226683474725,1.0838151147366486,2025-12-05 14:00:00+00:00,2025-12-05 14:20:00+00:00,2025-12-05 14:25:00+00:00,2025-12-05 15:20:00+00:00,-0.0024742765758427,0.0178771287697754,reversal,out_of_rth,
META_20251217_130000,META,2025-12-17 13:00:00+00:00,-1,1,67.14276994445268,4.895675716306214,43.69923932124049,23.65300281039956,0.5320220024442317,2025-12-17 12:40:00+00:00,2025-12-17 13:00:00+00:00,2025-12-17 13:05:00+00:00,2025-12-17 14:00:00+00:00,-0.0058557601868987,0.0031129829701519,reversal,out_of_rth,
META_20251218_090000,META,2025-12-18 09:00:00+00:00,1,4,140.87759815242686,5.117224508055597,3.244678847240535,7.734195570773592,55.97922837702597,2025-12-18 00:40:00+00:00,2025-12-18 09:00:00+00:00,2025-12-18 09:05:00+00:00,2025-12-18 10:00:00+00:00,0.0062888622290773,0.0006127169400915,unclear,out_of_rth,
META_20260102_090000,META,2026-01-02 09:00:00+00:00,1,3,115.4085614930156,5.354347489108255,0.983402489626556,4.0638712601310285,254.46454166951628,2026-01-01 00:40:00+00:00,2026-01-02 09:00:00+00:00,2026-01-02 09:05:00+00:00,2026-01-02 10:10:00+00:00,0.0099119611414695,-0.0004959944689102,unclear,out_of_rth,
META_20260112_090000,META,2026-01-12 09:00:00+00:00,-1,3,104.15054628741592,4.340997671615447,2.6055009823182718,6.364738741668787,43.92622127543366,2026-01-10 00:25:00+00:00,2026-01-12 09:00:00+00:00,2026-01-12 09:05:00+00:00,2026-01-12 10:00:00+00:00,-0.0104441041347627,-0.0010368627936487,unclear,out_of_rth,
MSFT_20251024_104500,MSFT,2025-10-24 10:45:00+00:00,-1,2,66.98656429942274,4.547879940416114,3.225025746652935,4.821100953996138,2.498029716147414,2025-10-24 10:25:00+00:00,2025-10-24 10:45:00+00:00,2025-10-24 10:50:00+00:00,2025-10-24 11:50:00+00:00,-0.0034429992348889,0.0019193857965451,unclear,out_of_rth,
MSFT_20251027_080000,MSFT,2025-10-27 08:00:00+00:00,1,3,112.59541984732556,4.866385498233632,0.1479089294364605,6.589880725426241,149.84632731684405,2025-10-24 23:40:00+00:00,2025-10-27 08:00:00+00:00,2025-10-27 08:05:00+00:00,2025-10-27 09:05:00+00:00,0.0112788411992594,-0.0026420079260237,unclear,out_of_rth,
MSFT_20251028_130000,MSFT,2025-10-28 13:00:00+00:00,1,9,419.7244553001855,5.198298545334472,1645.1286740692358,212.05681535998156,0.2702654955409768,2025-10-28 12:40:00+00:00,2025-10-28 13:00:00+00:00,2025-10-28 13:05:00+00:00,2025-10-28 14:00:00+00:00,0.0414510686164228,-0.0175874421702579,reversal,out_of_rth,
MSFT_20251103_140000,MSFT,2025-11-03 14:00:00+00:00,-1,8,139.24740164282358,6.085731990643028,359.0948404413958,39.44449414156801,0.981152607104789,2025-11-03 13:40:00+00:00,2025-11-03 14:00:00+00:00,2025-11-03 14:05:00+00:00,2025-11-03 15:00:00+00:00,-0.0059282447921122,0.0082414931192218,reversal,out_of_rth,
MSFT_20251104_090000,MSFT,2025-11-04 09:00:00+00:00,-1,3,80.6372884003359,4.47731370528332,1.3293395237382055,2.514714171964747,31.760909203528417,2025-11-04 00:40:00+00:00,2025-11-04 09:00:00+00:00,2025-11-04 09:05:00+00:00,2025-11-04 10:00:00+00:00,-0.0062953995157385,-0.0021247563352826,unclear,out_of_rth,
MSFT_20251110_090000,MSFT,2025-11-10 09:00:00+00:00,1,3,79.13871369461978,4.690571381609917,1.7534169367338313,7.403240625915333,77.33961337975825,2025-11-08 00:40:00+00:00,2025-11-10 09:00:00+00:00,2025-11-10 09:05:00+00:00,2025-11-10 10:00:00+00:00,0.007290913473126,0.0014356642938326,unclear,out_of_rth,
MSFT_20251114_142000,MSFT,2025-11-14 14:20:00+00:00,-1,7,94.84196355013852,4.254243873671841,338.9550650374458,6.03973037859777,0.3937432909256423,2025-11-14 14:00:00+00:00,2025-11-14 14:20:00+00:00,2025-11-14 14:25:00+00:00,2025-11-14 15:20:00+00:00,-0.002773767993905,0.0147136137869887,reversal,out_of_rth,
MSFT_20251119_142500,MSFT,2025-11-19 14:25:00+00:00,-1,4,75.11277121220905,4.342923274399372,266.9593086064098,10.571353235999675,0.2256517839590209,2025-11-19 14:05:00+00:00,2025-11-19 14:25:00+00:00,2025-11-19 14:30:00+00:00,2025-11-19 15:25:00+00:00,-0.0042073170731706,0.0097360847468004,reversal,out_of_rth,
